吐鲁番地区|89|12|2
伊犁哈萨克自治州|90|12|2
哈密地区|91|12|2
乌鲁木齐市|92|12|2
昌吉回族自治州|93|12|2
塔城地区|94|12|2
克拉玛依市|95|12|2
阿勒泰地区|96|12|2
阿拉尔市|731|12|2
石河子市|770|12|2
五家渠市|789|12|2
图木舒克市|792|12|2
西藏自治区|13|1|1
山南地区|97|13|2
林芝地区|98|13|2
昌都地区|99|13|2
拉萨市|100|13|2
那曲地区|101|13|2
日喀则地区|102|13|2
阿里地区|103|13|2
湖北省|15|1|1
鄂州市|122|15|2
襄阳市|156|15|2
荆州市|157|15|2
十堰市|216|15|2
荆门市|217|15|2
武汉市|218|15|2
宜昌市|270|15|2
黄冈市|271|15|2
孝感市|310|15|2
黄石市|311|15|2
咸宁市|362|15|2
随州市|371|15|2
恩施土家族苗族自治州|373|15|2
潜江市|1293|15|2
仙桃市|1713|15|2
天门市|2654|15|2
神农架林区|2734|15|2
福建省|16|1|1
南平市|133|16|2
泉州市|134|16|2
宁德市|192|16|2
龙岩市|193|16|2
厦门市|194|16|2
莆田市|195|16|2
三明市|254|16|2
漳州市|255|16|2
福州市|300|16|2
广西壮族自治区|17|1|1
桂林市|142|17|2
河池市|143|17|2
崇左市|144|17|2
钦州市|145|17|2
来宾市|202|17|2
百色市|203|17|2
防城港市|204|17|2
贺州市|260|17|2
南宁市|261|17|2
北海市|295|17|2
梧州市|304|17|2
柳州市|305|17|2
贵港市|341|17|2
玉林市|361|17|2
江苏省|18|1|1
镇江市|160|18|2
南通市|161|18|2
淮安市|162|18|2
盐城市|223|18|2
苏州市|224|18|2
泰州市|276|18|2
宿迁市|277|18|2
南京市|315|18|2
徐州市|316|18|2
无锡市|317|18|2
扬州市|346|18|2
连云港市|347|18|2
常州市|348|18|2
辽宁省|19|1|1
沈阳市|58|19|2
阜新市|59|19|2
铁岭市|60|19|2
锦州市|166|19|2
大连市|167|19|2
抚顺市|184|19|2
本溪市|227|19|2
盘锦市|228|19|2
朝阳市|280|19|2
营口市|281|19|2
丹东市|282|19|2
葫芦岛市|319|19|2
鞍山市|320|19|2
辽阳市|351|19|2
宁夏回族自治区|20|1|1
中卫市|181|20|2
固原市|246|20|2
吴忠市|322|20|2
石嘴山市|335|20|2
银川市|360|20|2
海南省|21|1|1
三亚市|121|21|2
海口市|125|21|2
定安县|1214|21|2
儋州市|1215|21|2
万宁市|1216|21|2
保亭黎族苗族自治县|1217|21|2
西沙群岛|1218|21|2
中沙群岛|1498|21|2
南沙群岛|1515|21|2
屯昌县|1641|21|2
昌江黎族自治县|1642|21|2
陵水黎族自治县|1643|21|2
五指山市|1644|21|2
琼中黎族苗族自治县|2031|21|2
乐东黎族自治县|2032|21|2
临高县|2033|21|2
琼海市|2358|21|2
白沙黎族自治县|2359|21|2
东方市|2634|21|2
澄迈县|2757|21|2
文昌市|2758|21|2
内蒙古自治区|22|1|1
呼伦贝尔市|61|22|2
兴安盟|62|22|2
锡林郭勒盟|63|22|2
通辽市|64|22|2
乌海市|123|22|2
乌兰察布市|168|22|2
巴彦淖尔市|169|22|2
包头市|229|22|2
阿拉善盟|230|22|2
鄂尔多斯市|283|22|2
赤峰市|297|22|2
呼和浩特市|321|22|2
安徽省|23|1|1
蚌埠市|126|23|2
合肥市|127|23|2
阜阳市|128|23|2
芜湖市|129|23|2
安庆市|130|23|2
亳州市|188|23|2
滁州市|189|23|2
宣城市|190|23|2
淮南市|250|23|2
巢湖市|251|23|2
黄山市|252|23|2
淮北市|253|23|2
六安市|298|23|2
池州市|299|23|2
铜陵市|337|23|2
马鞍山市|358|23|2
宿州市|370|23|2
贵州省|24|1|1
贵阳市|146|24|2
六盘水市|147|24|2
铜仁地区|205|24|2
毕节地区|206|24|2
遵义市|262|24|2
安顺市|263|24|2
黔南布依族苗族自治州|306|24|2
黔东南苗族侗族自治州|342|24|2
黔西南布依族苗族自治州|343|24|2
河北省|25|1|1
秦皇岛市|148|25|2
沧州市|149|25|2
石家庄市|150|25|2
邯郸市|151|25|2
廊坊市|191|25|2
承德市|207|25|2
衡水市|208|25|2
张家口市|264|25|2
唐山市|265|25|2
邢台市|266|25|2
保定市|307|25|2
湖南省|26|1|1
长沙市|158|26|2
衡阳市|159|26|2
常德市|219|26|2
岳阳市|220|26|2
娄底市|221|26|2
株洲市|222|26|2
益阳市|272|26|2
邵阳市|273|26|2
湘西土家族苗族自治州|274|26|2
郴州市|275|26|2
张家界市|312|26|2
湘潭市|313|26|2
永州市|314|26|2
怀化市|363|26|2
陕西省|27|1|1
渭南市|170|27|2
宝鸡市|171|27|2
榆林市|231|27|2
铜川市|232|27|2
西安市|233|27|2
延安市|284|27|2
商洛市|285|27|2
咸阳市|323|27|2
安康市|324|27|2
汉中市|352|27|2
云南省|28|1|1
昆明市|104|28|2
楚雄彝族自治州|105|28|2
玉溪市|106|28|2
红河哈尼族彝族自治州|107|28|2
普洱市|108|28|2
西双版纳傣族自治州|109|28|2
临沧市|110|28|2
大理白族自治州|111|28|2
保山市|112|28|2
怒江傈僳族自治州|113|28|2
丽江市|114|28|2
迪庆藏族自治州|115|28|2
德宏傣族景颇族自治州|116|28|2
文山壮族苗族自治州|177|28|2
曲靖市|249|28|2
昭通市|336|28|2
浙江省|29|1|1
温州市|178|29|2
杭州市|179|29|2
宁波市|180|29|2
衢州市|243|29|2
台州市|244|29|2
舟山市|245|29|2
丽水市|292|29|2
绍兴市|293|29|2
湖州市|294|29|2
金华市|333|29|2
嘉兴市|334|29|2
河南省|30|1|1
新乡市|152|30|2
洛阳市|153|30|2
商丘市|154|30|2
许昌市|155|30|2
濮阳市|209|30|2
开封市|210|30|2
焦作市|211|30|2
三门峡市|212|30|2
平顶山市|213|30|2
信阳市|214|30|2
鹤壁市|215|30|2
安阳市|267|30|2
郑州市|268|30|2
驻马店市|269|30|2
周口市|308|30|2
南阳市|309|30|2
漯河市|344|30|2
济源市|1277|30|2
江西省|31|1|1
南昌市|163|31|2
新余市|164|31|2
景德镇市|225|31|2
抚州市|226|31|2
宜春市|278|31|2
鹰潭市|279|31|2
吉安市|318|31|2
九江市|349|31|2
萍乡市|350|31|2
上饶市|364|31|2
赣州市|365|31|2
四川省|32|1|1
甘孜藏族自治州|73|32|2
德阳市|74|32|2
成都市|75|32|2
雅安市|76|32|2
眉山市|77|32|2
自贡市|78|32|2
乐山市|79|32|2
凉山彝族自治州|80|32|2
攀枝花市|81|32|2
阿坝藏族羌族自治州|185|32|2
宜宾市|186|32|2
巴中市|239|32|2
绵阳市|240|32|2
广安市|241|32|2
资阳市|242|32|2
内江市|248|32|2
南充市|291|32|2
广元市|329|32|2
遂宁市|330|32|2
泸州市|331|32|2
达州市|369|32|2
北京市|131|1|2
怀柔区|1115|131|3
通州区|1116|131|3
门头沟区|1117|131|3
西城区|1118|131|3
延庆县|1548|131|3
石景山区|1550|131|3
东城区|1551|131|3
大兴区|1552|131|3
密云县|1898|131|3
顺义区|1959|131|3
海淀区|1960|131|3
昌平区|2304|131|3
丰台区|2305|131|3
平谷区|2507|131|3
房山区|2603|131|3
朝阳区|2898|131|3
重庆市|132|1|2
奉节县|1119|132|3
开县|1120|132|3
忠县|1121|132|3
潼南县|1122|132|3
彭水苗族土家族自治县|1123|132|3
涪陵区|1124|132|3
北碚区|1125|132|3
永川区|1126|132|3
万盛区|1127|132|3
秀山土家族苗族自治县|1128|132|3
九龙坡区|1129|132|3
云阳县|1553|132|3
梁平县|1554|132|3
合川区|1555|132|3
丰都县|1556|132|3
长寿区|1557|132|3
沙坪坝区|1558|132|3
荣昌县|1559|132|3
酉阳土家族苗族自治县|1560|132|3
南川区|1561|132|3
江津区|1562|132|3
南岸区|1563|132|3
城口县|1900|132|3
万州区|1961|132|3
渝北区|1962|132|3
璧山县|1963|132|3
大足县|1964|132|3
黔江区|1965|132|3
武隆县|1966|132|3
綦江县|1967|132|3
垫江县|1968|132|3
巫溪县|1969|132|3
渝中区|1970|132|3
大渡口区|1971|132|3
石柱土家族自治县|2306|132|3
铜梁县|2307|132|3
巴南区|2308|132|3
巫山县|2523|132|3
江北区|2605|132|3
双桥区|2606|132|3
上海市|289|1|2
宝山区|1422|289|3
闵行区|1423|289|3
金山区|1514|289|3
杨浦区|1839|289|3
普陀区|1840|289|3
松江区|1841|289|3
卢湾区|1842|289|3
浦东新区|2183|289|3
长宁区|2184|289|3
奉贤区|2294|289|3
虹口区|2466|289|3
徐汇区|2467|289|3
闸北区|2694|289|3
嘉定区|2793|289|3
静安区|2826|289|3
青浦区|2892|289|3
黄浦区|2896|289|3
崇明县|2908|289|3
天津市|332|1|2
北辰区|1454|332|3
河西区|1455|332|3
蓟县|1481|332|3
宁河县|1867|332|3
红桥区|1868|332|3
和平区|1869|332|3
静海县|1870|332|3
西青区|2206|332|3
宝坻区|2207|332|3
东丽区|2481|332|3
南开区|2482|332|3
河北区|2700|332|3
津南区|2701|332|3
河东区|2827|332|3
武清区|2899|332|3
滨海新区|8336|332|3
澳门特别行政区|2911|1|2
氹仔岛|2915|2911|3
澳门半岛|2916|2911|3
路氹城|2917|2911|3
路环岛|2918|2911|3
香港特别行政区|2912|1|2
西贡区|2913|2912|3
离岛区|2914|2912|3
屯门区|2919|2912|3
元朗区|2920|2912|3
荃湾区|2921|2912|3
北区|2922|2912|3
大埔区|2923|2912|3
沙田区|2924|2912|3
葵青区|2925|2912|3
九龙城区|2926|2912|3
深水埗区|2927|2912|3
黄大仙区|2928|2912|3
南区|2929|2912|3
中西区|2930|2912|3
湾仔区|2931|2912|3
东区|2932|2912|3
观塘区|2933|2912|3
油尖旺区|2934|2912|3
台湾省|9000|1|1
桃园市|9001|9000|2
台北市|9002|9000|2
南投县|9003|9000|2
嘉义市|9004|9000|2
彰化县|9005|9000|2
新竹县|9006|9000|2
澎湖县|9007|9000|2
台东县|9008|9000|2
宜兰县|9009|9000|2
新北市|9010|9000|2
基隆市|9011|9000|2
屏东县|9012|9000|2
嘉义县|9013|9000|2
云林县|9014|9000|2
花莲县|9015|9000|2
台南市|9016|9000|2
台中市|9017|9000|2
新竹市|9018|9000|2
高雄市|9019|9000|2
苗栗县|9020|9000|2
